headline,label,
Independent Research Firm Names SAP as a Leader in Customer-Centric Global Banking Platforms,Award,
Infosys Goes Live With SAP Business Suite powered by SAP HANA,Solution,
Cloud Communications Leader Sinch to Acquire SAP Digital Interconnect,Award,
"Customer Quotes: Customers Adopt SAPâ€™s Industry Cloud to Drive Business Efficiency, Lead with Innovation",Partnership,
SAP Customer MUDO Unlocks the Potential of Retail Data With SAP HANA,Partnership,
SAP Supports Philippines Typhoon Relief With Free International SMS in Critical Period,Story,
SAP Delivers Next Release of SAP HANA,Story,
"EY, SAP and Qualtrics Collaborate to Bring Resources to Governments Around the World to Help in the Fight Against COVID-19",Partnership,
SAP Positioned as Leader in the 2014 Magic Quadrant for On-Premises Application Integration Suites,Award,
SAP Cash Management powered by SAP HANA Designed to Simplify CFO Balancing Act,Solution,
SAP Delivers Build to Enhance User Experience for Enterprise Apps,Partnership,
SAP Unveils Accelerated Cloud Strategy,Story,
SAP and DigitalRoute Join Forces to Enrich Customer Experience for Telcos,Partnership,
SAP and Sybase to Fuel Enterprise Mobile App Development With Latest Release of Sybase Unwired Platform,Partnership,
New High Availability and Disaster Recovery Functionality Helps Ensure Critical SAP Applications are Always Available to Organizations,Story,
SAP Digital Brings Run Simple Vision to Life,Story,
SAP and WTA Transform Womenâ€™s Tennis With New On-Court Coaching Technology Platform,Partnership,
SAP Preferred Success Plan to Enhance Customer Success,Story,
SAP Data Center Wins Datacentre Sustainability Award 2015,Award,
SAP Introduces SAP XM to Transform Digital Advertising with a Next-Generation Integrated Online Media Network,Story,
SAP Delivers Big Data-Enabled Applications to Engage With Customers,Partnership,
SAP Issues Invitation to Tender for New Auditor as of 2023,Financials,
New Release of SAP Vora Helps Simplify Big Data Transformation and Improve Business Outcomes,Partnership,
"Online Grocery Shopping on the Rise in the United States, Survey Shows",Story,
SAP Becomes a Founding Member of the Value Balancing Alliance to Help Businesses Measure Their Overall Societal Impacts and Dependencies,Partnership,
SAP Supervisory Board Appoints Sabine Bendiek as New Executive Board Member to Lead Human Resources and Operations,People,
SAP-Sponsored Survey Finds Business Decision Makers Struggle to Unlock the Power of Big Data,Partnership,
SAP Announces Record Fourth Quarter 2010 Software Revenue,Financials,
SAP Expands Focus on the Internet of Things,Story,
SAP Announces Second Quarter and Half Year 2016 Results,Financials,
"SAP Recognized as a Market Leader in Gartner, Inc.â€™s Enterprise Architecture Tools Magic Quadrant",Award,
SAP Harnesses the Power of SAP HANA Platform to Deliver New Real-Time Applications,Partnership,
SAP Announces 2008 Third Quarter and Nine Month Results,Financials,
Independent Research Firm Cites SAP as a Leader in Learning and Performance Management,Award,
Ariba Shareholders Approve Acquisition by SAP,Merger/Invest,
SAP and Panasonic Launch Joint Initiative for Video-Based Sports Analytics Solutions,Partnership,
Boston College Awards Scholarship in Honor of SAP Co-CEO Bill McDermott to Freshman Nazifa Subah,Award,
SAP Named a Leader in IDC MarketScape for Supply Chain Planning,Award,
SAP Invests INR 500 Crore (â‚?5M) to Accelerate Its Multi-Cloud Strategy in India,Merger/Invest,
"SAP.iO Fund Invests in Hasura, Provider of GraphQL Access to Data Sources",Merger/Invest,
SAP Kicks Off SAP.iO Foundry Paris for HR Tech Startups,Story,
"SAP to Team with Accenture, Capgemini and Deloitte to Accelerate Customer Adoption of SAP S/4HANA Cloud in Target Industries",Partnership,
IAG and SAP Launch a Diversity Initiative for Purpose-Driven Spending,Partnership,
SAP Fioneer Starts Operations,Story,
SAP Recognized for Market Leadership in Utility Solutions,Award,
SAP Positioned as a Leader in Industry Analyst Firmâ€™s 2013 Mobile Application Development Platforms and Mobile Device Management Magic Quadrants,Award,
SAP Announces Third Quarter and First Nine Months 2019 Results,Financials,
SAP Moves Beyond CRM With Customer Engagement and Commerce,Partnership,
SAP Announces Upgrade2Success Program to Help Customers Move HR to the Cloud,Story,
SAP and Technical University Munich Decode Human Proteome and Make Data Available for Biomedical Research,Partnership,
SAP Named a Leader in 2020 Gartner Magic Quadrant for Cloud Database Management Systems,Award,
"SAP Delivers New Cloud-Native Services, SAP Cloud Platform, ABAP Environment, to Help Customers Become Intelligent Enterprises",Partnership,
SAP and Accenture Join Forces in Core and Industry Platform Development and Go-to-Market for SAP S/4HANA,Partnership,
SAP Announces Second Quarter and Half-Year 2018 Results,Financials,
SAP and Microsoft Deliver Shop Floor Integration to Joint Manufacturing Base,Partnership,
SAP Delivers on Its One Cloud Strategy,Story,
Conversion of legal form to European company (SE) approved â€?SAP shareholders elect Jim Hagemann Snabe to Supervisory Board of SAP SE,People,
Timken Drives Global Workforce Efficiency and Productivity With Accenture and SAP,Partnership,
SAP Joins World Business Council for Sustainable Development to Innovate in Global Decarbonization Effort,Partnership,
SAPâ€™s Sustainability Initiatives Lead to Industry Awards,Award,
"SAP Enables Mobile Operators to Launch Rich Communication Services Faster, With Lower Upfront Investment",Merger/Invest,
SAP Invests More Than 200 Million Euros into Digital Campus in Berlin,Merger/Invest,
"SAP Customers Embrace Breakthrough Technologies for Innovation, Growth and More Powerful Business Models",Partnership,
"SAP Store Welcomes New Partner Offerings, Makes Purchases Even Simpler for Customers",Story,
SAP Named an Enterprise ETL Leader by Independent Research Firm,Award,
"SAP Named a Leader in Gartner November 2018 Magic Quadrant Report for Configure, Price and Quote Application Suites",Award,
IBM and SAP Help Shell Launch One of the Largest SAP Solution Upgrades in the World,Partnership,
SAPâ€™s Lori Mitchell-Keller Elected to FMI Board of Directors,People,
ADJUSTMENT OF SAPâ€™S P&L STRUCTURE AS A RESULT OF THE ACQUISITION OF SYBASE (WEBMESSAGE),Merger/Invest,
2013 SAP Pinnacle Awards Recognize Top Partners,Award,
SAP Lauded for Sustainability Leadership Worldwide,Award,
Oxford Economics and SAP Study Explores Businessesâ€?Use of Data to Manage During the Pandemic,Partnership,
"New Customer-Centric Solution from SAP to Help Retailers Improve Operations, Consumer Experience and Brand Perception",Solution,
SAP Continues As Leader in Utilities Customer Information Systems in 2015 Gartner Magic Quadrant,Award,
"SAP Co-Chief Executive Officer Christian Klein Continues as CEO, Jennifer Morgan Departs",People,
SAP to Announce Fourth Quarter 2015 Earnings,Financials,
"Intelligent Cloud, Analytics Demonstrate SAPâ€™s Vision for Tomorrowâ€™s Business",Story,
SAP Drives IoT Adoption with Global Partner Network,Story,
"UN Global Compact in Partnership with Accenture and SAP, and with 3M as Patron Sponsor, Launch SDG Ambition Guidance to Accelerate Business Action to Achieve the SDGs",Partnership,
SAP Provides Update on Investigation into South Africa Business,Merger/Invest,
Partners Ease SAP Business One Solution Deployments With Hosting Option,Solution,
"SAP to Acquire Gigya, Market Leader in Customer Identity and Access Management",Award,
SAP Expands Insurance Offering With Acquisition of Camilion,Merger/Invest,
SAP and Kuwait Credit Bank Win Award for Best Lending Platform Implementation in the Middle East,Award,
Innovations to SAP Jam Collaboration Improve and Support a Continuous Learning Culture,Partnership,
Gigya Solutions from SAP Help Companies Protect Customer Data and Build Trust,Partnership,
